id,jurisdiction,name,type,target,target_category,effective_date,enforcement_date,removal_date,duration_days,date_uncertain,compliance,exemptions,enforcement_measures,executive_orders,removal_method,removal_details,authority,mandate_communications,ref_code
TAS-009,TAS,Cruise Ships,Public Space,Cruise ship passengers and cruise services if passengers of the cruise service only embark and disembark the vessel within Tasmania; and the number of passengers on board the vessel at any one time does not exceed 99 persons,public_space,2021-12-09,2021-12-15,2022-06-30,203.0,False,"By 15/12/21 be fully vaccinated; and
receive a negative result from a test for the disease within the 72-
hour period immediately before embarking on the vessel; and have not subsequently received a positive result from a test for the
disease before embarking on the vessel","1. the person is unable to be vaccinated due to a medical contraindication; and
(B) holds - (I) a document that certifies that the person has a medical contraindication that prevents the person from being vaccinated; or (II) a medical exemption, 
2. the person is ineligible, due to the person's age, to be vaccinated against the disease until a later phase of the vaccination program 
3. the person is only present on the vessel for the purposes of providing medical treatment, emergency management or law enforcement; 
4. or the person is only present on the vessel -
(A) due to his or her employment, or engagement, as a pilot; and (B) the person spends less than 24 hours on the vessel as part of that his or her employment or engagement;
5. or the person is only present on the vessel due to his or her employment, or engagement, by the port operator for the port or facility where the vessel is located; or
6. the person is only present on the vessel for the purpose of - (A) undertaking delivery of goods to the vessel; or (B) removing items or refuse from the vessel; or (C) performing cleaning, maintenance or repair on board, or to, the vessel","If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.","Public Health Act 1997 DIRECTION UNDER SECTION 16 (Cruise Ships- No. 1)
Public Health Act 1997 DIRECTION UNDER SECTION 16 (Cruise Ships- No. 2)
Public Health Act 1997 DIRECTION UNDER SECTION 16 (Cruise Ships- No. 3)",End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,"No.2 signed on 14/12/21 to revoke No.1
Removed the section stating:
The operator of a cruise service must not operate the cruise service in State waters if -
(i) passengers of the cruise service embark or disembark the vessel, being used to provide the service, outside of Tasmania; or
(ii) the number of passengers on board the vessel, being used to provide the service, at any one time exceeds 99 persons
No.2 revoked by No.3 on 14/04/2022
Removed ""if passengers of the cruise service only embark and disembark the vessel within Tasmania; and the number of passengers on board the vessel at any one time does not exceed 99 persons"" and added ""a person must not operate a cruise service within Tasmania if the cruise service is not an authorised cruise service""",TAS Director of Public Health,,TASPPOW00V1
TAS-010,TAS,Residential aged care facilities,Public Space,Access to residential aged care facilities,aged_care,2021-12-10,2021-12-15,2022-06-30,202.0,False,"If the person's presence is for end of life support ;or for a care and support visit to a resident of the residential aged care facility, they must be fully vaccinated; OR (A) undertaken a test for the disease within the 72-hour period immediately before entering the premises; and
(B) received a negative test result in respect of the test for the disease and has not subsequently received a positive test result in respect of the disease; and
added in Direction No.18 (C) undertaken a PCR test for the disease within the 72-hour period immediately before entering the premises; and received a negative test result in respect ofthe PCR test; and not subsequently received a positive test result from a test for
the disease

If the person's presence is for receiving supportor services, or participating in activities, from a business or support service operating on the premises of the residential aged care facility, whether the support, services, they must be fully vaccinated OR hold a medical certificate or medical exemption","do not apply if the person is entering to provide
emergency medical treatment (including transport), emergency management or law enforcement services; and in respect of a person entering the premises
of a residential aged care facility if the person is under the age of 28 days
(i) the person is a resident of the aged care facility; or (ii) the person is an employee or contractor of the residential aged care facility; or
(iii) the person's presence at the premises is for the purposes of providing goods or services in respect of the residential aged care facility; or
(iv) the person's presence at the premises is to provide goods or services to a resident of the residential aged care facility, whether the goods or services are provided for consideration or on a voluntary basis; or","the operator of a residential aged care facility in Tasmania must take all reasonable steps to ensure that a person does not enter, or remain on, the premises ofthe residential aged carefacility if the person is prohibited from doing so
the operator of a residential aged care facility in Tasmania must ensure that all persons who enter, or remain on, the premises of the residential aged care facility have been screened
If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.",Public Health Act 1997 DIRECTION UNDER SECTION 16 (Residential Aged Care Facilities - No.17),End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,"07/04/2020 - first residential aged care directions released
10/12/21 - Direction No.17 included vaccine requirements and revoked No.16
03/01/22 - No.17 revoked by No.18 and included a PCR test requirement, order made by the deputy director instead of director this time
21/01/22 - No.18 revoked by No.19: no change in vaccine requirements and the order is made by the deputy director","TAS Director of Public Health
TAS Deputy Director of Public Health",,TASPRAC00V1
TAS-011,TAS,Vaccination requirements in relation to Early Childhood Facilities,Employment,non-residential early childhood facility people,education,2021-12-23,2022-01-08,2022-06-30,189.0,False,"First dose by 08/01/22, second dose by 05/02/22
Must carry evidence of vaccination status","if -
(i) the person is a child who is younger than 12years and 2 months or is receiving a service at the facility; or
(ii) the person only enters the facility to drop off or collect a child at the facility
(iii) the person is at the facility to provide maintenance services at the facility; or
(iv) the person is at the facility to supply goods;or (v) the person is a person in relation to whom the facility is the primary residence and the person is not an early childhood worker in relation to the facility; and
(i) the person -
(A) is unable to be vaccinated against the disease due to a medical contraindication; and
(B) holds a medical certificate that certifies that; and
(C) provides a copy of that document to the relevant supevisor; or
(ii) the person -(A) is ineligible, due to the person's age, to be vaccinated until a later phase ofthe vaccination program (B) and provides the supevisor with evidence as to the age of the person;and
(iii) the person holds an exemption or is a member of a class of persons specified in an exemption
(iV) the person is an emergency management worker, who is only present to respond to an emergency","the relevant supervisor must take all reasonable steps to -
(i) as soon as is practicable after this direction commences, notify the person that the person is required to be sufficiently vaccinated by 08/01/21 and (ii) on and after 08/01/21, ensure that the person does not enter, or remain on, the relevant location for the person if the relevant supervisor is not satisfied that the person -
(A) is sufficiently vaccinated against the disease as specified in paragraph (f); or
(B) is not required, under paragraph (g), to be sufficiently vaccinated against the disease; and
the relevant supevisor must ensure that -
(i) a copy of each of the following documents is kept and maintained by the facility: (A) each document provided to the operator as evidence of an exemption;
(B) each document provided to the operator as evidence of the vaccination status are provided to the Director of Public hlealth or his or her delegate as soon as possible after the request has been made
If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.","Public Health Act 1997
DIRECTION UNDER SECTION 16 (Vaccination requirements in relation to Early Childhood Facilities- No.1)",End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,,TAS Director of Public Health,,TASEECF00V1
TAS-012,TAS,Vaccination requirements in relation to Early Childhood Facilities,Public Space,"early childhood facility workers
childcare workers",education,2021-12-23,2022-01-08,2022-06-30,189.0,False,"First dose by 08/01/22, second dose by 05/02/22
Must carry evidence of vaccination status","if -
(i) the person is a child who is younger than 12years and 2 months or is receiving a service at the facility; or
(ii) the person only enters the facility to drop off or collect a child at the facility
(iii) the person is at the facility to provide gmaintenance services at the facility; or
(iv) the person is at the facility to supply goods;or (v) the person is a person in relation to whom the facility is the primary residence and the person is not an early childhood worker in relation to the facility; and
(i) the person -
(A) is unable to be vaccinated against the disease due to a medical contraindication; and
(B) holds a medical certificate that certifies that; and
(C) provides a copy of that document to the relevant supevisor; or
(ii) the person -(A) is ineligible, due to the person's age, to be vaccinated until a later phase ofthe vaccination program (B) and provides the supevisor with evidence as to the age of the person;and
(iii) the person holds an exemption or is a member of a class of persons specified in an exemption
(iV) the person is an emergency management worker, who is only present to respond to an emergency","the relevant supervisor must take all reasonable steps to -
(i) as soon as is practicable after this direction commences, notify the person that the person is required to be sufficiently vaccinated by 08/01/21 and (ii) on and after 08/01/21, ensure that the person does not enter, or remain on, the relevant location for the person if the relevant supervisor is not satisfied that the person -
(A) is sufficiently vaccinated against the disease as specified in paragraph (f); or
(B) is not required, under paragraph (g), to be sufficiently vaccinated against the disease; and
the relevant supevisor must ensure that -
(i) a copy of each of the following documents is kept and maintained by the facility: (A) each document provided to the operator as evidence of an exemption;
(B) each document provided to the operator as evidence of the vaccination status are provided to the Director of Public hlealth or his or her delegate as soon as possible after the request has been made
If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.","Public Health Act 1997
DIRECTION UNDER SECTION 16 (Vaccination requirements in relation to Early Childhood Facilities- No.1)",End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,,TAS Director of Public Health,,TASPECF00V1
TAS-013,TAS,Additional vaccination requirements for workers in certain settings,Employment,Residential aged care facility workers,aged_care,2022-03-04,2022-04-01,2022-06-30,118.0,False,"Must be vaccinated by 1/4/22 with at least one booster dose
After 1/4/22, a person is considered vaccinated if they are not eligible, in accordance with the ATAGI recommendations, to receive a booster dose of the vaccine; or are eligible, in accordance with the ATAGI recommendations, to receive a booster dose of the vaccine and receives a booster dose within 4 weeks of becoming eligible","1. (A) unable to be vaccinated against the disease due to a medical contraindication and (B) holds a document that certifies it or (ii) a medical exemption;
2. the person -(A) is fully vaccinated in respect of the disease; and is ineligible to receive a booster dose of a vaccine for the
disease under the vaccination program recognised by the
Director of Public Health or his or her delegate; and
provides his or her relevant supervisor with evidence as to why the person is currently ineligible to receive the booster dose; and receives that booster dose within 4 weeks of the person becoming eligible to receive the booster dose; or 
3. the person -
(A) holds an exemption, or is a member of a class of persons specified in an exemption, from the requirement to be vaccinated against the disease; and
(B) provides a legible copy of the exemption to his or her relevant supervisor; or
4. the person is an emergency management worker who is only
present on the premises fo rthe purpose of responding to an emergency","If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.",Public Health Act 1997 DIRECTION UNDER SECTION 16 (Additional vaccination requirements for workers in certain settings- No.1),End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,"No.1 revoked by no.2 on 11/03/22
Just the Director of Public Health signing the document instead of the Deputy Director and a change in the mandate compliance requirements that take effect on 1/4/22. Clarified that a person complies with the direction if he or she receives a booster dose of a vaccine within four weeks of becoming eligible to receive it. 
No. 2 revoked by no.3 on 29/3/22 with the direction taking effect on 23/4/22
Signed by the Director on 29 March 2022 to change the date from which point a person will need to comply with the requirements of the direction to 23 April 2022.",TAS Director of Public Health,,TASERAC00V3
TAS-014,TAS,Additional vaccination requirements for workers in certain settings,Employment,In-home care provider,other,2022-03-04,2022-04-01,2022-06-30,118.0,False,"an in-home care provider is not permitted to provide in-home and community aged care services unless the in-home care provider is vaccinated by 1/4/22 with at least one booster dose
After 1/4/22, a person is considered vaccinated if they are not eligible, in accordance with the ATAGI recommendations, to receive a booster dose of the vaccine; or are eligible, in accordance with the ATAGI recommendations, to receive a booster dose of the vaccine and receives a booster dose within 4 weeks of becoming eligible","1. (A) unable to be vaccinated against the disease due to a medical contraindication and (B) holds a document that certifies it or (ii) a medical exemption;
2. the person -(A) is fully vaccinated in respect of the disease; and is ineligible to receive a booster dose of a vaccine for the
disease under the vaccination program recognised by the
Director of Public Health or his or her delegate; and
provides his or her relevant supervisor with evidence as to why the person is currently ineligible to receive the booster dose; and receives that booster dose within 4 weeks of the person becoming eligible to receive the booster dose; or 
3. the person -
(A) holds an exemption, or is a member of a class of persons specified in an exemption, from the requirement to be vaccinated against the disease; and
(B) provides a legible copy of the exemption to his or her relevant supervisor; or
4. the person is an emergency management worker who is only
present on the premises fo rthe purpose of responding to an emergency","If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.","Public Health Act 1997 DIRECTION UNDER SECTION 16 (Additional vaccination requirements for workers in certain settings- No.1, No.2 and No.3)",End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,"No.1 revoked by no.2 on 11/03/22
Just the Director of Public Health signing the document instead of the Deputy Director and a change in the mandate compliance requirements that take effect on 1/4/22. Clarified that a person complies with the direction if he or she receives a booster dose of a vaccine within four weeks of becoming eligible to receive it. 
No. 2 revoked by no.3 on 29/3/22 with the direction taking effect on 23/4/22
Signed by the Director on 29 March 2022 to change the date from which point a person will need to comply with the requirements of the direction to 23 April 2022.",TAS Director of Public Health,,TASEOCTT1V3
TAS-015,TAS,Additional vaccination requirements for workers in certain settings,Employment,Workers who provide high intensity supports to an NDIS participant,transport,2022-03-04,2022-04-01,2022-06-30,118.0,False,"Must be vaccinated by 1/4/22 with at least one booster dose
After 1/4/22, a person is considered vaccinated if they are not eligible, in accordance with the ATAGI recommendations, to receive a booster dose of the vaccine; or are eligible, in accordance with the ATAGI recommendations, to receive a booster dose of the vaccine and receives a booster dose within 4 weeks of becoming eligible","1. (A) unable to be vaccinated against the disease due to a medical contraindication and (B) holds a document that certifies it or (ii) a medical exemption;
2. the person -(A) is fully vaccinated in respect of the disease; and is ineligible to receive a booster dose of a vaccine for the
disease under the vaccination program recognised by the
Director of Public Health or his or her delegate; and
provides his or her relevant supervisor with evidence as to why the person is currently ineligible to receive the booster dose; and receives that booster dose within 4 weeks of the person becoming eligible to receive the booster dose; or 
3. the person -
(A) holds an exemption, or is a member of a class of persons specified in an exemption, from the requirement to be vaccinated against the disease; and
(B) provides a legible copy of the exemption to his or her relevant supervisor; or
4. the person is an emergency management worker who is only
present on the premises fo rthe purpose of responding to an emergency","If a person does not follow the emergency orders, they may be issued a summons to go to Court. If convicted for breaching emergency orders, they can be fined up to $16,800 or be sentenced to prison for up to six months, or both.","Public Health Act 1997 DIRECTION UNDER SECTION 16 (Additional vaccination requirements for workers in certain settings- No.1, No.2 and No.3)",End of Public Health Emergency which removed all Public Health Directions made under the Emergency Declaration,"No.1 revoked by no.2 on 11/03/22
Just the Director of Public Health signing the document instead of the Deputy Director and a change in the mandate compliance requirements that take effect on 1/4/22. Clarified that a person complies with the direction if he or she receives a booster dose of a vaccine within four weeks of becoming eligible to receive it. 
No. 2 revoked by no.3 on 29/3/22 with the direction taking effect on 23/4/22
Signed by the Director on 29 March 2022 to change the date from which point a person will need to comply with the requirements of the direction to 23 April 2022.",TAS Director of Public Health,National Disability Services news update,TASEOCTT2V3
TAS-016,TAS,,Employment,all public sector workers,other,,2021-12-15,,,False,Ministerial staff must provide proof of vaccination by December 15 while other departments may have later due dates throughout January and February.,staff unable to provide proof of vaccination by the due date will be “worked with on an individual basis” with only a “few exceptions”.,"""Non-compliance could lead to termination,” Mr Gutwein said.",,,,,,TASEALL0000
VIC-001,VIC,COVID-19 Mandatory Vaccination Directions,Employment,residential aged care facilities,aged_care,2021-09-17,2021-10-01,2022-10-12,390.0,False,"First dose by 1/10/21
Second dose by 15/11/21

Between 17/09-30/09, unvaccinated must wear masks
Relevant date: From 30/09, workers must provide the operator with vaccination status and booking information","(a) a worker that is required to perform work or duties at the work premises that are necessary to provide for urgent specialist clinical or medical care at the work premises due to an emergency situation or a critical unforeseen circumstance; or (b) a worker that is deployed to fill a vacancy to provide urgent care, to maintain quality of care and/or continue essential operations at the work premises due to an emergency situation or a critical unforeseen circumstance; or (c) a worker who is required to attend the premises to respond to an emergency at the work premises; or (d) a worker who is required to perform urgent and essential work at the work premises to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","An operator of a residential aged care facility must request, collect and store information about workers' vaccination statuses and whether bookings have been made to receive partial and full vaccines
A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.","COVID-19 Mandatory Vaccination Directions (No 2)
COVID-19 Mandatory Vaccination (Specified Facilities)
Directions (No 10)",Pandemic (Workplace) Order 2022 (No. 10) expired,"12/01/22 - Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 2) introduced booster doses
04/02/22 - Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 4) added ""A worker who was unable to become fully vaccinated (boosted) before their booster deadline due to being in self-quarantine or self-isolation may attend the premises of a specified facility if they
have a booking to receive a booster vaccine within a specified period.""
11/02/22- Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 5) changed booster deadline from 12/02/22 booster deadline to 12/03/22. The booster deadline for residential aged care facility workers that became fully vaccinated after 12/09/22 whose current booster deadline is 1/0322 is amended to 12/3/22.
66 The definition of healthcare worker for the purposes of this order is amended to exclude healthcare workers to the extent that they are employed at an education facility.
22/04/22: Revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICERACT1V1
VIC-002,VIC,COVID-19 Mandatory Vaccination Directions,Employment,construction sites,construction,2021-09-17,2021-10-02,2022-10-12,390.0,False,"First dose by 2/10/21

Relevant date: From 24/09/21 workers who have not booked their first dose cannot enter the premises","(a) a worker that is required to perform work or duties at the work premises that are necessary to provide for urgent specialist clinical or medical care at the work premises due to an emergency situation or a critical unforeseen circumstance; or (b) a worker that is deployed to fill a vacancy to provide urgent care, to maintain quality of care and/or continue essential operations at the work premises due to an emergency situation or a critical unforeseen circumstance; or (c) a worker who is required to attend the premises to respond to an emergency at the work premises; or (d) a worker who is required to perform urgent and essential work at the work premises to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.","COVID-19 Mandatory Vaccination Directions (No 2)
COVID-19 Mandatory Vaccination (Specified Facilities)
Directions (No 10)",Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICEBCW0000
VIC-003,VIC,COVID-19 Mandatory Vaccination Directions,Employment,commercial freight workers,transport,2021-09-23,2021-10-07,2022-10-12,384.0,False,"From 24/09/21, workers must provide evidence that they have received a partial or full COVID-19 vaccination; or they have made a booking to receive a dose by 7 October 2021","(a) a worker that is required to perform work or duties at the work premises that are necessary to provide for urgent specialist clinical or medical care at the work premises due to an emergency situation or a critical unforeseen circumstance; or (b) a worker that is deployed to fill a vacancy to provide urgent care, to maintain quality of care and/or continue essential operations at the work premises due to an emergency situation or a critical unforeseen circumstance; or (c) a worker who is required to attend the premises to respond to an emergency at the work premises; or (d) a worker who is required to perform urgent and essential work at the work premises to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.",COVID-19 Mandatory Vaccination Directions (No 3),Pandemic (Workplace) Order 2022 (No. 10) expired,"22/04/22: Revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICETFL0000
VIC-004,VIC,COVID-19 Mandatory Vaccination Directions,Employment,"healthcare workers entering 
Victoria under a specified worker (multiple entry) permit","healthcare, travel",2021-09-23,2021-10-07,,,False,"From 24/09/21, workers must provide evidence that they have received a partial or full COVID-19 vaccination; or they have made a booking to receive a dose by 7/10/21","(a) a worker that is required to perform work or duties at the work premises that are necessary to provide for urgent specialist clinical or medical care at the work premises due to an emergency situation or a critical unforeseen circumstance; or (b) a worker that is deployed to fill a vacancy to provide urgent care, to maintain quality of care and/or continue essential operations at the work premises due to an emergency situation or a critical unforeseen circumstance; or (c) a worker who is required to attend the premises to respond to an emergency at the work premises; or (d) a worker who is required to perform urgent and essential work at the work premises to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.",COVID-19 Mandatory Vaccination Directions (No 3),Not sure when it was removed,,Minister for Health,,VICEHCWT200
VIC-005,VIC,COVID-19 Mandatory Vaccination Directions,Employment,healthcare workers,healthcare,2021-10-01,2021-10-29,2024-10-04,1099.0,False,workers must provide details by 15/10/21 and mandates the first dose by 29/10/21 and the second dose by 15/12/21,"(a) a worker that is required to perform work or duties at the work premises that are necessary to provide for urgent specialist clinical or medical care at the work premises due to an emergency situation or a critical unforeseen circumstance; or (b) a worker that is deployed to fill a vacancy to provide urgent care, to maintain quality of care and/or continue essential operations at the work premises due to an emergency situation or a critical unforeseen circumstance; or (c) a worker who is required to attend the premises to respond to an emergency at the work premises; or (d) a worker who is required to perform urgent and essential work at the work premises to protect the health and safety of workers or members of the public, or to protect assets and infrastructure.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.","COVID-19 Mandatory Vaccination (Specified Facilities) Directions (No 10)
Vaccination of Health Care Workers (COVID-19) Directions – Health Services
Vaccination of Health Care Workers (COVID-19) Directions – Health Service Establishments
Vaccination of Health Care Workers (COVID-19) Directions – Ambulance Services",Secretary Directions revoked,"11/02/22- Pandemic COVID-19 Mandatory Vaccination (Specified Facilities) Order 2022 (No. 5) changed booster deadline from 12/02/22 to 12/03/22. The booster deadline for HCW that became fully vaccinated after 12/09/22 whose current booster deadline is 1/0322 is amended to 12/3/22. 
The definition of healthcare worker for the purposes of this order is amended to exclude healthcare workers to the extent that they are employed at an education facility.
22/04/22: Revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order
12/10/22: Pandemic (Workplace) Order 2022 (No. 10) expired and replaced by Secretary Directions on 13/10/22. Secretary Directions lifted / mandate removed  4 October 2024.",Minister for Health,,VICEHCWT1V1
VIC-006,VIC,COVID-19 Mandatory Vaccination (Workers) Directions,Employment,accommodation worker,other,2021-10-07,2021-10-22,2022-10-12,370.0,False,"From 15/10/21, employees must provide vaccination information including bookings to receive doses
First dose by 22/10/21
Second dose by 26/11/21","if a worker has a booking to receive, by the first dose deadline, they are exempted
The exceptional circumstances are:
(a) a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or a worker is required to respond to an emergency; or (d) a worker is required to perform urgent and essential work to protect
the health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker that is required to: (i) carry out assessments of an oral or performance examination; or (ii) work as a venue coordinator for those examinations.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",COVID-19 Mandatory Vaccination (Workers) Directions,Pandemic (Workplace) Order 2022 (No. 10) expired,"7/10/21-15/12/21: COVID-19 Mandatory Vaccination (Workers) Directions No.1-No.8
15/12/21: Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2021 (No 1) revoked previous order
12/01/22: Vaccination (Specified Workers) Order 2022 (No 2) introduced booster dose 
04/02/22: Vaccination (Specified Workers) Order 2022 (No 3) added booster exemption for people under 18
11/02/22: Vaccination (Specified Workers) Order 2022 (No 4) booster deadline is extended to 12/03/22, provided that: By 12/03/22 the worker has a booking to receive their booster vaccine dose on or before 12/0322; and the worker has provided evidence of that booster dose to the operator of workplace.
25/02/22: Vaccination (Specified Workers) Order 2022 (No 5). Booster requirements have been included to allow specified workers who are fully
vaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the
following limited circumstances including working on site for up to 3 months and 14 days
22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICEOTHT200
VIC-007,VIC,COVID-19 Mandatory Vaccination (Workers) Directions,Employment,agricultural and forestry worker,other,2021-10-07,2021-10-22,2022-10-12,370.0,False,"From 15/10/21, employees must provide vaccination information including bookings to receive doses
First dose by 22/10/21
Second dose by 26/11/22 in order to work outside their place of residence","(a) is unvaccinated or partially vaccinated; and
(b) is employed or engaged by the employer through the Pacific Australia Labour Mobility scheme; and (c) has a booking to receive a dose of a COVID-19 vaccine that will cause the worker to become partially vaccinated or fully vaccinated within 4 weeks of arriving in Australia.
if a worker has a booking to receive, by the first dose deadline, they are exempted
The exceptional circumstances are:
(a) a worker is required to perform work or duties that is or are necessary to provide for urgent specialist clinical or medical care due to an emergency situation or a critical unforeseen circumstance; or (b) a worker is required to fill a vacancy to provide urgent care, to maintain quality of care and/or to continue essential operations due to an emergency situation or a critical unforeseen circumstance; or a worker is required to respond to an emergency; or (d) a worker is required to perform urgent and essential work to protect
the health and safety of workers or members of the public, or to protect assets and infrastructure; or (e) an education worker that is required to: (i) carry out assessments of an oral or performance examination; or (ii) work as a venue coordinator for those examinations.","A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.
In the case of a natural person, 120 penalty units; In the case of a body corporate, 600 penalty units.
Giving false and misleading information to an authorised officer. In the case of a natural person, 60 penalty units;In the case of a body corporate, 300 penalty units.",COVID-19 Mandatory Vaccination (Workers) Directions,Pandemic (Workplace) Order 2022 (No. 10) expired,"7/10/21-15/12/21: COVID-19 Mandatory Vaccination (Workers) Directions No.1-No.8
15/12/21: Pandemic COVID-19 Mandatory Vaccination (Specified Workers) Order 2021 (No 1) revoked previous order
12/01/22: Vaccination (Specified Workers) Order 2022 (No 2) introduced booster dose 
04/02/22: Vaccination (Specified Workers) Order 2022 (No 3) added booster exemption for people under 18
11/02/22: Vaccination (Specified Workers) Order 2022 (No 4) booster deadline is extended to 12/03/22, provided that: By 12/03/22 the worker has a booking to receive their booster vaccine dose on or before 12/0322; and the worker has provided evidence of that booster dose to the operator of workplace.
25/02/22: Vaccination (Specified Workers) Order 2022 (No 5). Booster requirements have been included to allow specified workers who are fully
vaccinated but not yet boosted, 18 years and over and not excepted persons to work onsite in the
following limited circumstances including working on site for up to 3 months and 14 days
22/04/22: Specified Workers Order 2022 (No 6) was revoked by Pandemic (Workplace) Order 2022 (No. 8) to combine Specified Facilities, General Workers, Specified Workers and Open Premises into one order",Minister for Health,,VICEOTHT300
